Complexity,Branching,Approach,Representation,questionId,prompt_1,prompt_2,Question,Answer,options,question_universe
3,R,SemanticApproach.INTENSIONAL,Representation.ABSTRACT,0_R_ef2,English phrases can be translated into formulae. Use the following translations to answer the question.;;;;,";;;;Here is an example of how to get a formula for a phrase.;;What is the formula for ""the enemy of the parent of Amber""?;;;;Here are the steps to arrive at the answer:;;1. the parent of Amber = k(h);;2. the enemy of the parent of Amber = w(k(h));;;;So the answer is w(k(h));;;;What is the formula for ""the enemy of the friend of Dana""? Please answer the question in the same format as the example. End with 'So the answer is [answer]'.",the enemy of the friend of Dana,w(s(s)),h;;q;;s;;t;;v;;y,Amber = h      the friend of Christina = s(y)  ;;Bryan = t      the friend of Amber = s(h)      ;;Christina = y  the enemy of Dana = w(s)        ;;Dana = s       the enemy of Bryan = w(t)       ;;Elizabeth = v  the parent of Elizabeth = k(v)  ;;Felicia = q    the child of Felicia = t(q)     
3,R,SemanticApproach.INTENSIONAL,Representation.ABSTRACT,0_R_pf2,English phrases can be translated into formulae. Use the following translations to answer the question.;;;;,";;;;Here is an example of how to get a formula for a phrase.;;What is the formula for ""the enemy of the parent of Amber""?;;;;Here are the steps to arrive at the answer:;;1. the parent of Amber = k(h);;2. the enemy of the parent of Amber = w(k(h));;;;So the answer is w(k(h));;;;What is the formula for ""the parent of the friend of Dana""? Please answer the question in the same format as the example. End with 'So the answer is [answer]'.",the parent of the friend of Dana,k(s(s)),h;;q;;s;;t;;v;;y,Amber = h      the friend of Christina = s(y)  ;;Bryan = t      the friend of Amber = s(h)      ;;Christina = y  the enemy of Dana = w(s)        ;;Dana = s       the enemy of Bryan = w(t)       ;;Elizabeth = v  the parent of Elizabeth = k(v)  ;;Felicia = q    the child of Felicia = t(q)     
3,R,SemanticApproach.INTENSIONAL,Representation.ABSTRACT,0_R_fe2,English phrases can be translated into formulae. Use the following translations to answer the question.;;;;,";;;;Here is an example of how to get a formula for a phrase.;;What is the formula for ""the enemy of the parent of Amber""?;;;;Here are the steps to arrive at the answer:;;1. the parent of Amber = k(h);;2. the enemy of the parent of Amber = w(k(h));;;;So the answer is w(k(h));;;;What is the formula for ""the friend of the enemy of Dana""? Please answer the question in the same format as the example. End with 'So the answer is [answer]'.",the friend of the enemy of Dana,s(w(s)),h;;q;;s;;t;;v;;y,Amber = h      the friend of Christina = s(y)  ;;Bryan = t      the friend of Amber = s(h)      ;;Christina = y  the enemy of Dana = w(s)        ;;Dana = s       the enemy of Bryan = w(t)       ;;Elizabeth = v  the parent of Elizabeth = k(v)  ;;Felicia = q    the child of Felicia = t(q)     
3,R,SemanticApproach.INTENSIONAL,Representation.ABSTRACT,0_R_ee2,English phrases can be translated into formulae. Use the following translations to answer the question.;;;;,";;;;Here is an example of how to get a formula for a phrase.;;What is the formula for ""the enemy of the parent of Amber""?;;;;Here are the steps to arrive at the answer:;;1. the parent of Amber = k(h);;2. the enemy of the parent of Amber = w(k(h));;;;So the answer is w(k(h));;;;What is the formula for ""the enemy of the enemy of Dana""? Please answer the question in the same format as the example. End with 'So the answer is [answer]'.",the enemy of the enemy of Dana,w(w(s)),h;;q;;s;;t;;v;;y,Amber = h      the friend of Christina = s(y)  ;;Bryan = t      the friend of Amber = s(h)      ;;Christina = y  the enemy of Dana = w(s)        ;;Dana = s       the enemy of Bryan = w(t)       ;;Elizabeth = v  the parent of Elizabeth = k(v)  ;;Felicia = q    the child of Felicia = t(q)     
3,R,SemanticApproach.INTENSIONAL,Representation.ABSTRACT,0_R_ce2,English phrases can be translated into formulae. Use the following translations to answer the question.;;;;,";;;;Here is an example of how to get a formula for a phrase.;;What is the formula for ""the enemy of the parent of Amber""?;;;;Here are the steps to arrive at the answer:;;1. the parent of Amber = k(h);;2. the enemy of the parent of Amber = w(k(h));;;;So the answer is w(k(h));;;;What is the formula for ""the child of the enemy of Dana""? Please answer the question in the same format as the example. End with 'So the answer is [answer]'.",the child of the enemy of Dana,t(w(s)),h;;q;;s;;t;;v;;y,Amber = h      the friend of Christina = s(y)  ;;Bryan = t      the friend of Amber = s(h)      ;;Christina = y  the enemy of Dana = w(s)        ;;Dana = s       the enemy of Bryan = w(t)       ;;Elizabeth = v  the parent of Elizabeth = k(v)  ;;Felicia = q    the child of Felicia = t(q)     
3,R,SemanticApproach.INTENSIONAL,Representation.ABSTRACT,0_R_fp2,English phrases can be translated into formulae. Use the following translations to answer the question.;;;;,";;;;Here is an example of how to get a formula for a phrase.;;What is the formula for ""the enemy of the parent of Amber""?;;;;Here are the steps to arrive at the answer:;;1. the parent of Amber = k(h);;2. the enemy of the parent of Amber = w(k(h));;;;So the answer is w(k(h));;;;What is the formula for ""the friend of the parent of Dana""? Please answer the question in the same format as the example. End with 'So the answer is [answer]'.",the friend of the parent of Dana,s(k(s)),h;;q;;s;;t;;v;;y,Amber = h      the friend of Christina = s(y)  ;;Bryan = t      the friend of Amber = s(h)      ;;Christina = y  the enemy of Dana = w(s)        ;;Dana = s       the enemy of Bryan = w(t)       ;;Elizabeth = v  the parent of Elizabeth = k(v)  ;;Felicia = q    the child of Felicia = t(q)     
3,R,SemanticApproach.INTENSIONAL,Representation.ABSTRACT,0_R_ep2,English phrases can be translated into formulae. Use the following translations to answer the question.;;;;,";;;;Here is an example of how to get a formula for a phrase.;;What is the formula for ""the enemy of the parent of Amber""?;;;;Here are the steps to arrive at the answer:;;1. the parent of Amber = k(h);;2. the enemy of the parent of Amber = w(k(h));;;;So the answer is w(k(h));;;;What is the formula for ""the enemy of the parent of Dana""? Please answer the question in the same format as the example. End with 'So the answer is [answer]'.",the enemy of the parent of Dana,w(k(s)),h;;q;;s;;t;;v;;y,Amber = h      the friend of Christina = s(y)  ;;Bryan = t      the friend of Amber = s(h)      ;;Christina = y  the enemy of Dana = w(s)        ;;Dana = s       the enemy of Bryan = w(t)       ;;Elizabeth = v  the parent of Elizabeth = k(v)  ;;Felicia = q    the child of Felicia = t(q)     
3,R,SemanticApproach.INTENSIONAL,Representation.ABSTRACT,0_R_cp2,English phrases can be translated into formulae. Use the following translations to answer the question.;;;;,";;;;Here is an example of how to get a formula for a phrase.;;What is the formula for ""the enemy of the parent of Amber""?;;;;Here are the steps to arrive at the answer:;;1. the parent of Amber = k(h);;2. the enemy of the parent of Amber = w(k(h));;;;So the answer is w(k(h));;;;What is the formula for ""the child of the parent of Dana""? Please answer the question in the same format as the example. End with 'So the answer is [answer]'.",the child of the parent of Dana,t(k(s)),h;;q;;s;;t;;v;;y,Amber = h      the friend of Christina = s(y)  ;;Bryan = t      the friend of Amber = s(h)      ;;Christina = y  the enemy of Dana = w(s)        ;;Dana = s       the enemy of Bryan = w(t)       ;;Elizabeth = v  the parent of Elizabeth = k(v)  ;;Felicia = q    the child of Felicia = t(q)     
3,R,SemanticApproach.INTENSIONAL,Representation.ABSTRACT,0_R_ff3,English phrases can be translated into formulae. Use the following translations to answer the question.;;;;,";;;;Here is an example of how to get a formula for a phrase.;;What is the formula for ""the enemy of the parent of Amber""?;;;;Here are the steps to arrive at the answer:;;1. the parent of Amber = k(h);;2. the enemy of the parent of Amber = w(k(h));;;;So the answer is w(k(h));;;;What is the formula for ""the friend of the friend of Bryan""? Please answer the question in the same format as the example. End with 'So the answer is [answer]'.",the friend of the friend of Bryan,s(s(t)),h;;q;;s;;t;;v;;y,Amber = h      the friend of Christina = s(y)  ;;Bryan = t      the friend of Amber = s(h)      ;;Christina = y  the enemy of Dana = w(s)        ;;Dana = s       the enemy of Bryan = w(t)       ;;Elizabeth = v  the parent of Elizabeth = k(v)  ;;Felicia = q    the child of Felicia = t(q)     
3,R,SemanticApproach.INTENSIONAL,Representation.ABSTRACT,0_R_ef3,English phrases can be translated into formulae. Use the following translations to answer the question.;;;;,";;;;Here is an example of how to get a formula for a phrase.;;What is the formula for ""the enemy of the parent of Amber""?;;;;Here are the steps to arrive at the answer:;;1. the parent of Amber = k(h);;2. the enemy of the parent of Amber = w(k(h));;;;So the answer is w(k(h));;;;What is the formula for ""the enemy of the friend of Bryan""? Please answer the question in the same format as the example. End with 'So the answer is [answer]'.",the enemy of the friend of Bryan,w(s(t)),h;;q;;s;;t;;v;;y,Amber = h      the friend of Christina = s(y)  ;;Bryan = t      the friend of Amber = s(h)      ;;Christina = y  the enemy of Dana = w(s)        ;;Dana = s       the enemy of Bryan = w(t)       ;;Elizabeth = v  the parent of Elizabeth = k(v)  ;;Felicia = q    the child of Felicia = t(q)     
3,R,SemanticApproach.INTENSIONAL,Representation.ABSTRACT,0_R_fc3,English phrases can be translated into formulae. Use the following translations to answer the question.;;;;,";;;;Here is an example of how to get a formula for a phrase.;;What is the formula for ""the enemy of the parent of Amber""?;;;;Here are the steps to arrive at the answer:;;1. the parent of Amber = k(h);;2. the enemy of the parent of Amber = w(k(h));;;;So the answer is w(k(h));;;;What is the formula for ""the friend of the child of Bryan""? Please answer the question in the same format as the example. End with 'So the answer is [answer]'.",the friend of the child of Bryan,s(t(t)),h;;q;;s;;t;;v;;y,Amber = h      the friend of Christina = s(y)  ;;Bryan = t      the friend of Amber = s(h)      ;;Christina = y  the enemy of Dana = w(s)        ;;Dana = s       the enemy of Bryan = w(t)       ;;Elizabeth = v  the parent of Elizabeth = k(v)  ;;Felicia = q    the child of Felicia = t(q)     
3,R,SemanticApproach.INTENSIONAL,Representation.ABSTRACT,0_R_ec3,English phrases can be translated into formulae. Use the following translations to answer the question.;;;;,";;;;Here is an example of how to get a formula for a phrase.;;What is the formula for ""the enemy of the parent of Amber""?;;;;Here are the steps to arrive at the answer:;;1. the parent of Amber = k(h);;2. the enemy of the parent of Amber = w(k(h));;;;So the answer is w(k(h));;;;What is the formula for ""the enemy of the child of Bryan""? Please answer the question in the same format as the example. End with 'So the answer is [answer]'.",the enemy of the child of Bryan,w(t(t)),h;;q;;s;;t;;v;;y,Amber = h      the friend of Christina = s(y)  ;;Bryan = t      the friend of Amber = s(h)      ;;Christina = y  the enemy of Dana = w(s)        ;;Dana = s       the enemy of Bryan = w(t)       ;;Elizabeth = v  the parent of Elizabeth = k(v)  ;;Felicia = q    the child of Felicia = t(q)     
3,R,SemanticApproach.INTENSIONAL,Representation.ABSTRACT,0_R_ff4,English phrases can be translated into formulae. Use the following translations to answer the question.;;;;,";;;;Here is an example of how to get a formula for a phrase.;;What is the formula for ""the enemy of the parent of Amber""?;;;;Here are the steps to arrive at the answer:;;1. the parent of Amber = k(h);;2. the enemy of the parent of Amber = w(k(h));;;;So the answer is w(k(h));;;;What is the formula for ""the friend of the friend of Elizabeth""? Please answer the question in the same format as the example. End with 'So the answer is [answer]'.",the friend of the friend of Elizabeth,s(s(v)),h;;q;;s;;t;;v;;y,Amber = h      the friend of Christina = s(y)  ;;Bryan = t      the friend of Amber = s(h)      ;;Christina = y  the enemy of Dana = w(s)        ;;Dana = s       the enemy of Bryan = w(t)       ;;Elizabeth = v  the parent of Elizabeth = k(v)  ;;Felicia = q    the child of Felicia = t(q)     
3,R,SemanticApproach.INTENSIONAL,Representation.ABSTRACT,0_R_ef4,English phrases can be translated into formulae. Use the following translations to answer the question.;;;;,";;;;Here is an example of how to get a formula for a phrase.;;What is the formula for ""the enemy of the parent of Amber""?;;;;Here are the steps to arrive at the answer:;;1. the parent of Amber = k(h);;2. the enemy of the parent of Amber = w(k(h));;;;So the answer is w(k(h));;;;What is the formula for ""the enemy of the friend of Elizabeth""? Please answer the question in the same format as the example. End with 'So the answer is [answer]'.",the enemy of the friend of Elizabeth,w(s(v)),h;;q;;s;;t;;v;;y,Amber = h      the friend of Christina = s(y)  ;;Bryan = t      the friend of Amber = s(h)      ;;Christina = y  the enemy of Dana = w(s)        ;;Dana = s       the enemy of Bryan = w(t)       ;;Elizabeth = v  the parent of Elizabeth = k(v)  ;;Felicia = q    the child of Felicia = t(q)     
3,R,SemanticApproach.INTENSIONAL,Representation.ABSTRACT,0_R_pf4,English phrases can be translated into formulae. Use the following translations to answer the question.;;;;,";;;;Here is an example of how to get a formula for a phrase.;;What is the formula for ""the enemy of the parent of Amber""?;;;;Here are the steps to arrive at the answer:;;1. the parent of Amber = k(h);;2. the enemy of the parent of Amber = w(k(h));;;;So the answer is w(k(h));;;;What is the formula for ""the parent of the friend of Elizabeth""? Please answer the question in the same format as the example. End with 'So the answer is [answer]'.",the parent of the friend of Elizabeth,k(s(v)),h;;q;;s;;t;;v;;y,Amber = h      the friend of Christina = s(y)  ;;Bryan = t      the friend of Amber = s(h)      ;;Christina = y  the enemy of Dana = w(s)        ;;Dana = s       the enemy of Bryan = w(t)       ;;Elizabeth = v  the parent of Elizabeth = k(v)  ;;Felicia = q    the child of Felicia = t(q)     
3,R,SemanticApproach.INTENSIONAL,Representation.ABSTRACT,0_R_fe4,English phrases can be translated into formulae. Use the following translations to answer the question.;;;;,";;;;Here is an example of how to get a formula for a phrase.;;What is the formula for ""the enemy of the parent of Amber""?;;;;Here are the steps to arrive at the answer:;;1. the parent of Amber = k(h);;2. the enemy of the parent of Amber = w(k(h));;;;So the answer is w(k(h));;;;What is the formula for ""the friend of the enemy of Elizabeth""? Please answer the question in the same format as the example. End with 'So the answer is [answer]'.",the friend of the enemy of Elizabeth,s(w(v)),h;;q;;s;;t;;v;;y,Amber = h      the friend of Christina = s(y)  ;;Bryan = t      the friend of Amber = s(h)      ;;Christina = y  the enemy of Dana = w(s)        ;;Dana = s       the enemy of Bryan = w(t)       ;;Elizabeth = v  the parent of Elizabeth = k(v)  ;;Felicia = q    the child of Felicia = t(q)     
3,R,SemanticApproach.INTENSIONAL,Representation.ABSTRACT,0_R_ee4,English phrases can be translated into formulae. Use the following translations to answer the question.;;;;,";;;;Here is an example of how to get a formula for a phrase.;;What is the formula for ""the enemy of the parent of Amber""?;;;;Here are the steps to arrive at the answer:;;1. the parent of Amber = k(h);;2. the enemy of the parent of Amber = w(k(h));;;;So the answer is w(k(h));;;;What is the formula for ""the enemy of the enemy of Elizabeth""? Please answer the question in the same format as the example. End with 'So the answer is [answer]'.",the enemy of the enemy of Elizabeth,w(w(v)),h;;q;;s;;t;;v;;y,Amber = h      the friend of Christina = s(y)  ;;Bryan = t      the friend of Amber = s(h)      ;;Christina = y  the enemy of Dana = w(s)        ;;Dana = s       the enemy of Bryan = w(t)       ;;Elizabeth = v  the parent of Elizabeth = k(v)  ;;Felicia = q    the child of Felicia = t(q)     
3,R,SemanticApproach.INTENSIONAL,Representation.ABSTRACT,0_R_fp4,English phrases can be translated into formulae. Use the following translations to answer the question.;;;;,";;;;Here is an example of how to get a formula for a phrase.;;What is the formula for ""the enemy of the parent of Amber""?;;;;Here are the steps to arrive at the answer:;;1. the parent of Amber = k(h);;2. the enemy of the parent of Amber = w(k(h));;;;So the answer is w(k(h));;;;What is the formula for ""the friend of the parent of Elizabeth""? Please answer the question in the same format as the example. End with 'So the answer is [answer]'.",the friend of the parent of Elizabeth,s(k(v)),h;;q;;s;;t;;v;;y,Amber = h      the friend of Christina = s(y)  ;;Bryan = t      the friend of Amber = s(h)      ;;Christina = y  the enemy of Dana = w(s)        ;;Dana = s       the enemy of Bryan = w(t)       ;;Elizabeth = v  the parent of Elizabeth = k(v)  ;;Felicia = q    the child of Felicia = t(q)     
3,R,SemanticApproach.INTENSIONAL,Representation.ABSTRACT,0_R_ep4,English phrases can be translated into formulae. Use the following translations to answer the question.;;;;,";;;;Here is an example of how to get a formula for a phrase.;;What is the formula for ""the enemy of the parent of Amber""?;;;;Here are the steps to arrive at the answer:;;1. the parent of Amber = k(h);;2. the enemy of the parent of Amber = w(k(h));;;;So the answer is w(k(h));;;;What is the formula for ""the enemy of the parent of Elizabeth""? Please answer the question in the same format as the example. End with 'So the answer is [answer]'.",the enemy of the parent of Elizabeth,w(k(v)),h;;q;;s;;t;;v;;y,Amber = h      the friend of Christina = s(y)  ;;Bryan = t      the friend of Amber = s(h)      ;;Christina = y  the enemy of Dana = w(s)        ;;Dana = s       the enemy of Bryan = w(t)       ;;Elizabeth = v  the parent of Elizabeth = k(v)  ;;Felicia = q    the child of Felicia = t(q)     
3,R,SemanticApproach.INTENSIONAL,Representation.ABSTRACT,0_R_cp4,English phrases can be translated into formulae. Use the following translations to answer the question.;;;;,";;;;Here is an example of how to get a formula for a phrase.;;What is the formula for ""the enemy of the parent of Amber""?;;;;Here are the steps to arrive at the answer:;;1. the parent of Amber = k(h);;2. the enemy of the parent of Amber = w(k(h));;;;So the answer is w(k(h));;;;What is the formula for ""the child of the parent of Elizabeth""? Please answer the question in the same format as the example. End with 'So the answer is [answer]'.",the child of the parent of Elizabeth,t(k(v)),h;;q;;s;;t;;v;;y,Amber = h      the friend of Christina = s(y)  ;;Bryan = t      the friend of Amber = s(h)      ;;Christina = y  the enemy of Dana = w(s)        ;;Dana = s       the enemy of Bryan = w(t)       ;;Elizabeth = v  the parent of Elizabeth = k(v)  ;;Felicia = q    the child of Felicia = t(q)     
