Results_RT,MD5_hash_of_IP_address,Controller_name,Order_number_of_item,Inner_element_number,Label,Latin_Square_Group,PennElementType,PennElementName,Parameter,ParticipantAnswer,Eventtime,item,Complexity,Branching,Approach,Representation,Question,RT,Group,questionId,Comment,V2,consent,country,country_specified,education,gender,representation,representation_specified,study,Relation_Count,Answer,Experiment,education_specified,study_specified,Correct,Correct_forgiving,Model_variant,Reasoning
1749028578,d4d0400864911f9bc3e343cc1707edf2,PennController,18,0,experiment,NULL,TextInput,answer,Final,enemy(friend(enemy(christina))),1749028467888.0,41,4,R,Intensional,English,the enemy of the friend of the enemy of Christina,1749028437045,13,0_R_efe0,NULL,d4d0400864911f9bc3e343cc1707edf2,yes,other,Germany,master,Female,other,German,ai,4,enemy(friend(enemy(christina))),exp1,,,True,True,human,False
1749028578,d4d0400864911f9bc3e343cc1707edf2,PennController,11,0,experiment,NULL,DropDown,answer,Selected,s,1749028489330.0,122,4,L,Extensional,Abstract,Christina's enemy's friend's child,1749028467889,13,0_L_cfe0,2,d4d0400864911f9bc3e343cc1707edf2,yes,other,Germany,master,Female,other,German,ai,4,s,exp1,,,True,True,human,False
1749028578,d4d0400864911f9bc3e343cc1707edf2,PennController,9,0,experiment,NULL,TextInput,answer,Final,w(s(t)),1749028506321.0,22,3,R,Intensional,Abstract,the enemy of the friend of Bryan,1749028490384,13,0_R_ef3,NULL,d4d0400864911f9bc3e343cc1707edf2,yes,other,Germany,master,Female,other,German,ai,3,w(s(t)),exp1,,,True,True,human,False
1749028578,d4d0400864911f9bc3e343cc1707edf2,PennController,10,0,experiment,NULL,TextInput,answer,Final,child(enemy(christina)),1749028523054.0,3,3,R,Intensional,English,the child of the enemy of Christina,1749028506322,13,0_R_ce0,NULL,d4d0400864911f9bc3e343cc1707edf2,yes,other,Germany,master,Female,other,German,ai,3,child(enemy(christina)),exp1,,,True,True,human,False
1749028578,d4d0400864911f9bc3e343cc1707edf2,PennController,16,0,experiment,NULL,DropDown,answer,Selected,Felicia,1749028541409.0,50,4,R,Extensional,English,the enemy of the enemy of the enemy of Dana,1749028523055,13,0_R_eee2,5,d4d0400864911f9bc3e343cc1707edf2,yes,other,Germany,master,Female,other,German,ai,4,Felicia,exp1,,,True,True,human,False
1749028578,d4d0400864911f9bc3e343cc1707edf2,PennController,7,0,experiment,NULL,DropDown,answer,Selected,h,1749028563323.0,5,3,R,Extensional,Abstract,the enemy of the child of Christina,1749028542762,13,0_R_ec0,0,d4d0400864911f9bc3e343cc1707edf2,yes,other,Germany,master,Female,other,German,ai,3,h,exp1,,,True,True,human,False
1749028578,d4d0400864911f9bc3e343cc1707edf2,PennController,6,0,experiment,NULL,TextInput,answer,Final,enemy(friend(dana)),1749028578063.0,93,3,L,Intensional,English,Dana's friend's enemy,1749028564055,13,0_L_ef2,NULL,d4d0400864911f9bc3e343cc1707edf2,yes,other,Germany,master,Female,other,German,ai,3,enemy(friend(dana)),exp1,,,True,True,human,False
1749028694,ac907c4287185baffa4ef07a20c76e2b,PennController,4,0,experiment,NULL,DropDown,answer,Selected,Amber,1749027463451.0,87,3,L,Extensional,English,Amber's friend's friend,1749027405434,13,0_L_ff1,0,ac907c4287185baffa4ef07a20c76e2b,yes,other,England,bachelor,Female,english,,ai,3,Amber,exp1,,,True,True,human,False
1749028694,ac907c4287185baffa4ef07a20c76e2b,PennController,6,0,experiment,NULL,TextInput,answer,Final,enemy(friend(Dana)),1749027597090.0,93,3,L,Intensional,English,Dana's friend's enemy,1749027463860,13,0_L_ef2,NULL,ac907c4287185baffa4ef07a20c76e2b,yes,other,England,bachelor,Female,english,,ai,3,enemy(friend(dana)),exp1,,,False,True,human,False
1749028694,ac907c4287185baffa4ef07a20c76e2b,PennController,17,0,experiment,NULL,TextInput,answer,Final,t(s(k(s))),1749027819354.0,53,4,R,Intensional,Abstract,the child of the friend of the parent of Dana,1749027597092,13,0_R_cfp2,NULL,ac907c4287185baffa4ef07a20c76e2b,yes,other,England,bachelor,Female,english,,ai,4,t(s(k(s))),exp1,,,True,True,human,False
1749028694,ac907c4287185baffa4ef07a20c76e2b,PennController,18,0,experiment,NULL,TextInput,answer,Final,enemy(friend(enemy(Christina))),1749027883595.0,41,4,R,Intensional,English,the enemy of the friend of the enemy of Christina,1749027819356,13,0_R_efe0,NULL,ac907c4287185baffa4ef07a20c76e2b,yes,other,England,bachelor,Female,english,,ai,4,enemy(friend(enemy(christina))),exp1,,,False,True,human,False
1749028694,ac907c4287185baffa4ef07a20c76e2b,PennController,10,0,experiment,NULL,TextInput,answer,Final,child(enemy(Christina))),1749027914603.0,3,3,R,Intensional,English,the child of the enemy of Christina,1749027883596,13,0_R_ce0,NULL,ac907c4287185baffa4ef07a20c76e2b,yes,other,England,bachelor,Female,english,,ai,3,child(enemy(christina)),exp1,,,False,True,human,False
1749028694,ac907c4287185baffa4ef07a20c76e2b,PennController,7,0,experiment,NULL,DropDown,answer,Selected,h,1749027957876.0,5,3,R,Extensional,Abstract,the enemy of the child of Christina,1749027914604,13,0_R_ec0,0,ac907c4287185baffa4ef07a20c76e2b,yes,other,England,bachelor,Female,english,,ai,3,h,exp1,,,True,True,human,False
1749028694,ac907c4287185baffa4ef07a20c76e2b,PennController,5,0,experiment,NULL,TextInput,answer,Final,w(w(q)),1749028028523.0,116,3,L,Intensional,Abstract,Felicia's enemy's enemy,1749027958220,13,0_L_ee5,NULL,ac907c4287185baffa4ef07a20c76e2b,yes,other,England,bachelor,Female,english,,ai,3,w(w(q)),exp1,,,True,True,human,False
1749028694,ac907c4287185baffa4ef07a20c76e2b,PennController,3,0,experiment,NULL,DropDown,answer,Selected,v,1749028062147.0,81,3,L,Extensional,Abstract,Christina's friend's enemy,1749028028524,13,0_L_ef0,4,ac907c4287185baffa4ef07a20c76e2b,yes,other,England,bachelor,Female,english,,ai,3,v,exp1,,,True,True,human,False
1749028694,ac907c4287185baffa4ef07a20c76e2b,PennController,8,0,experiment,NULL,DropDown,answer,Selected,Christina,1749028090899.0,11,3,R,Extensional,English,the parent of the enemy of Amber,1749028062757,13,0_R_pe1,2,ac907c4287185baffa4ef07a20c76e2b,yes,other,England,bachelor,Female,english,,ai,3,Christina,exp1,,,True,True,human,False
1749028694,ac907c4287185baffa4ef07a20c76e2b,PennController,15,0,experiment,NULL,DropDown,answer,Selected,h,1749028133668.0,65,4,R,Extensional,Abstract,the friend of the friend of the enemy of Elizabeth,1749028091420,13,0_R_ffe4,0,ac907c4287185baffa4ef07a20c76e2b,yes,other,England,bachelor,Female,english,,ai,4,h,exp1,,,True,True,human,False
1749028694,ac907c4287185baffa4ef07a20c76e2b,PennController,9,0,experiment,NULL,TextInput,answer,Final,w(s(t),1749028210076.0,22,3,R,Intensional,Abstract,the enemy of the friend of Bryan,1749028155829,13,0_R_ef3,NULL,ac907c4287185baffa4ef07a20c76e2b,yes,other,England,bachelor,Female,english,,ai,3,w(s(t)),exp1,,,False,True,human,False
1749028694,ac907c4287185baffa4ef07a20c76e2b,PennController,13,0,experiment,NULL,TextInput,answer,Final,w(t(s(q))),1749028507796.0,152,4,L,Intensional,Abstract,Felicia's friend's child's enemy,1749028210077,13,0_L_ecf5,NULL,ac907c4287185baffa4ef07a20c76e2b,yes,other,England,bachelor,Female,english,,ai,4,w(t(s(q))),exp1,,,True,True,human,False
1749028694,ac907c4287185baffa4ef07a20c76e2b,PennController,14,0,experiment,NULL,TextInput,answer,Final,child(parent(child(Felicia))),1749028614308.0,160,4,L,Intensional,English,Felicia's child's parent's child,1749028507797,13,0_L_cpc5,NULL,ac907c4287185baffa4ef07a20c76e2b,yes,other,England,bachelor,Female,english,,ai,4,child(parent(child(felicia))),exp1,,,False,True,human,False
1749028694,ac907c4287185baffa4ef07a20c76e2b,PennController,12,0,experiment,NULL,DropDown,answer,Selected,Elizabeth,1749028641773.0,125,4,L,Extensional,English,Amber's friend's friend's enemy,1749028614310,13,0_L_eff1,4,ac907c4287185baffa4ef07a20c76e2b,yes,other,England,bachelor,Female,english,,ai,4,Elizabeth,exp1,,,True,True,human,False
1749028694,ac907c4287185baffa4ef07a20c76e2b,PennController,11,0,experiment,NULL,DropDown,answer,Selected,s,1749028671677.0,122,4,L,Extensional,Abstract,Christina's enemy's friend's child,1749028643278,13,0_L_cfe0,2,ac907c4287185baffa4ef07a20c76e2b,yes,other,England,bachelor,Female,english,,ai,4,s,exp1,,,True,True,human,False
1749028694,ac907c4287185baffa4ef07a20c76e2b,PennController,16,0,experiment,NULL,DropDown,answer,Selected,Felicia,1749028695429.0,50,4,R,Extensional,English,the enemy of the enemy of the enemy of Dana,1749028672488,13,0_R_eee2,5,ac907c4287185baffa4ef07a20c76e2b,yes,other,England,bachelor,Female,english,,ai,4,Felicia,exp1,,,True,True,human,False
1749028869,de44c1d8ea97e51c9c491a76d05e5c21,PennController,9,0,experiment,NULL,TextInput,answer,Final,w(s(t),1749027995215.0,22,3,R,Intensional,Abstract,the enemy of the friend of Bryan,1749027894124,13,0_R_ef3,NULL,de44c1d8ea97e51c9c491a76d05e5c21,yes,other,South Africa,high_school,Male,other,Siswati and English,other,3,w(s(t)),exp1,,,False,True,human,False
1749028869,de44c1d8ea97e51c9c491a76d05e5c21,PennController,15,0,experiment,NULL,DropDown,answer,Selected,s,1749028117810.0,65,4,R,Extensional,Abstract,the friend of the friend of the enemy of Elizabeth,1749027995217,13,0_R_ffe4,2,de44c1d8ea97e51c9c491a76d05e5c21,yes,other,South Africa,high_school,Male,other,Siswati and English,other,4,h,exp1,,,False,False,human,False
1749028869,de44c1d8ea97e51c9c491a76d05e5c21,PennController,6,0,experiment,NULL,TextInput,answer,Final,enemy(friend(Dana),1749028189707.0,93,3,L,Intensional,English,Dana's friend's enemy,1749028120648,13,0_L_ef2,NULL,de44c1d8ea97e51c9c491a76d05e5c21,yes,other,South Africa,high_school,Male,other,Siswati and English,other,3,enemy(friend(dana)),exp1,,,False,True,human,False
1749028869,de44c1d8ea97e51c9c491a76d05e5c21,PennController,10,0,experiment,NULL,TextInput,answer,Final,child(enemy(Christina),1749028259601.0,3,3,R,Intensional,English,the child of the enemy of Christina,1749028189708,13,0_R_ce0,NULL,de44c1d8ea97e51c9c491a76d05e5c21,yes,other,South Africa,high_school,Male,other,Siswati and English,other,3,child(enemy(christina)),exp1,,,False,True,human,False
1749028869,de44c1d8ea97e51c9c491a76d05e5c21,PennController,13,0,experiment,NULL,TextInput,answer,Final,t(s(w(q),1749028400201.0,152,4,L,Intensional,Abstract,Felicia's friend's child's enemy,1749028259602,13,0_L_ecf5,NULL,de44c1d8ea97e51c9c491a76d05e5c21,yes,other,South Africa,high_school,Male,other,Siswati and English,other,4,w(t(s(q))),exp1,,,False,False,human,False
1749028869,de44c1d8ea97e51c9c491a76d05e5c21,PennController,17,0,experiment,NULL,TextInput,answer,Final,t(s(k(s),1749028453741.0,53,4,R,Intensional,Abstract,the child of the friend of the parent of Dana,1749028400203,13,0_R_cfp2,NULL,de44c1d8ea97e51c9c491a76d05e5c21,yes,other,South Africa,high_school,Male,other,Siswati and English,other,4,t(s(k(s))),exp1,,,False,True,human,False
1749028869,de44c1d8ea97e51c9c491a76d05e5c21,PennController,14,0,experiment,NULL,TextInput,answer,Final,chile(parent(child(Felicia),1749028532210.0,160,4,L,Intensional,English,Felicia's child's parent's child,1749028453742,13,0_L_cpc5,NULL,de44c1d8ea97e51c9c491a76d05e5c21,yes,other,South Africa,high_school,Male,other,Siswati and English,other,4,child(parent(child(felicia))),exp1,,,False,False,human,False
1749028869,de44c1d8ea97e51c9c491a76d05e5c21,PennController,8,0,experiment,NULL,DropDown,answer,Selected,Elizabeth,1749028604076.0,11,3,R,Extensional,English,the parent of the enemy of Amber,1749028532211,13,0_R_pe1,4,de44c1d8ea97e51c9c491a76d05e5c21,yes,other,South Africa,high_school,Male,other,Siswati and English,other,3,Christina,exp1,,,False,False,human,False
1749028869,de44c1d8ea97e51c9c491a76d05e5c21,PennController,5,0,experiment,NULL,TextInput,answer,Final,w(w(q),1749028656765.0,116,3,L,Intensional,Abstract,Felicia's enemy's enemy,1749028605662,13,0_L_ee5,NULL,de44c1d8ea97e51c9c491a76d05e5c21,yes,other,South Africa,high_school,Male,other,Siswati and English,other,3,w(w(q)),exp1,,,False,True,human,False
1749028869,de44c1d8ea97e51c9c491a76d05e5c21,PennController,4,0,experiment,NULL,DropDown,answer,Selected,Amber,1749028679255.0,87,3,L,Extensional,English,Amber's friend's friend,1749028659591,13,0_L_ff1,0,de44c1d8ea97e51c9c491a76d05e5c21,yes,other,South Africa,high_school,Male,other,Siswati and English,other,3,Amber,exp1,,,True,True,human,False
1749028869,de44c1d8ea97e51c9c491a76d05e5c21,PennController,11,0,experiment,NULL,DropDown,answer,Selected,h,1749028756715.0,122,4,L,Extensional,Abstract,Christina's enemy's friend's child,1749028680642,13,0_L_cfe0,0,de44c1d8ea97e51c9c491a76d05e5c21,yes,other,South Africa,high_school,Male,other,Siswati and English,other,4,s,exp1,,,False,False,human,False
1749028869,de44c1d8ea97e51c9c491a76d05e5c21,PennController,7,0,experiment,NULL,DropDown,answer,Selected,t,1749028791133.0,5,3,R,Extensional,Abstract,the enemy of the child of Christina,1749028756899,13,0_R_ec0,3,de44c1d8ea97e51c9c491a76d05e5c21,yes,other,South Africa,high_school,Male,other,Siswati and English,other,3,h,exp1,,,False,False,human,False
1749028869,de44c1d8ea97e51c9c491a76d05e5c21,PennController,18,0,experiment,NULL,TextInput,answer,Final,enemy(friend(Christina),1749028845705.0,41,4,R,Intensional,English,the enemy of the friend of the enemy of Christina,1749028792057,13,0_R_efe0,NULL,de44c1d8ea97e51c9c491a76d05e5c21,yes,other,South Africa,high_school,Male,other,Siswati and English,other,4,enemy(friend(enemy(christina))),exp1,,,False,False,human,False
1749028869,de44c1d8ea97e51c9c491a76d05e5c21,PennController,3,0,experiment,NULL,DropDown,answer,Selected,v,1749028865714.0,81,3,L,Extensional,Abstract,Christina's friend's enemy,1749028845706,13,0_L_ef0,4,de44c1d8ea97e51c9c491a76d05e5c21,yes,other,South Africa,high_school,Male,other,Siswati and English,other,3,v,exp1,,,True,True,human,False
1749028869,de44c1d8ea97e51c9c491a76d05e5c21,PennController,12,0,experiment,NULL,DropDown,answer,Selected,answer,,125,4,L,Extensional,English,Amber's friend's friend's enemy,1749028656766,13,0_L_eff1,Default,de44c1d8ea97e51c9c491a76d05e5c21,yes,other,South Africa,high_school,Male,other,Siswati and English,other,4,Elizabeth,exp1,,,False,False,human,False
1749028869,de44c1d8ea97e51c9c491a76d05e5c21,PennController,16,0,experiment,NULL,DropDown,answer,Selected,answer,,50,4,R,Extensional,English,the enemy of the enemy of the enemy of Dana,1749028659406,13,0_R_eee2,Default,de44c1d8ea97e51c9c491a76d05e5c21,yes,other,South Africa,high_school,Male,other,Siswati and English,other,4,Felicia,exp1,,,False,False,human,False
1749029110,e8ab4b95ad5e653002743dcea67f4b74,PennController,17,0,experiment,NULL,TextInput,answer,Final,t(s(k(s),1749027964631.0,53,4,R,Intensional,Abstract,the child of the friend of the parent of Dana,1749027846129,13,0_R_cfp2,NULL,e8ab4b95ad5e653002743dcea67f4b74,yes,other,South aFRICA,other,Male,english,,math,4,t(s(k(s))),exp1,,,False,True,human,False
1749029110,e8ab4b95ad5e653002743dcea67f4b74,PennController,7,0,experiment,NULL,DropDown,answer,Selected,s,1749028030843.0,5,3,R,Extensional,Abstract,the enemy of the child of Christina,1749027964636,13,0_R_ec0,2,e8ab4b95ad5e653002743dcea67f4b74,yes,other,South aFRICA,other,Male,english,,math,3,h,exp1,,,False,False,human,False
1749029110,e8ab4b95ad5e653002743dcea67f4b74,PennController,15,0,experiment,NULL,DropDown,answer,Selected,h,1749028114017.0,65,4,R,Extensional,Abstract,the friend of the friend of the enemy of Elizabeth,1749028033086,13,0_R_ffe4,0,e8ab4b95ad5e653002743dcea67f4b74,yes,other,South aFRICA,other,Male,english,,math,4,h,exp1,,,True,True,human,False
1749029110,e8ab4b95ad5e653002743dcea67f4b74,PennController,13,0,experiment,NULL,TextInput,answer,Final,w(t(s(q)),1749028232433.0,152,4,L,Intensional,Abstract,Felicia's friend's child's enemy,1749028116040,13,0_L_ecf5,NULL,e8ab4b95ad5e653002743dcea67f4b74,yes,other,South aFRICA,other,Male,english,,math,4,w(t(s(q))),exp1,,,False,True,human,False
1749029110,e8ab4b95ad5e653002743dcea67f4b74,PennController,12,0,experiment,NULL,DropDown,answer,Selected,Elizabeth,1749028336531.0,125,4,L,Extensional,English,Amber's friend's friend's enemy,1749028232435,13,0_L_eff1,4,e8ab4b95ad5e653002743dcea67f4b74,yes,other,South aFRICA,other,Male,english,,math,4,Elizabeth,exp1,,,True,True,human,False
1749029110,e8ab4b95ad5e653002743dcea67f4b74,PennController,9,0,experiment,NULL,TextInput,answer,Final,w(s(t)),1749028462742.0,22,3,R,Intensional,Abstract,the enemy of the friend of Bryan,1749028338269,13,0_R_ef3,NULL,e8ab4b95ad5e653002743dcea67f4b74,yes,other,South aFRICA,other,Male,english,,math,3,w(s(t)),exp1,,,True,True,human,False
1749029110,e8ab4b95ad5e653002743dcea67f4b74,PennController,5,0,experiment,NULL,TextInput,answer,Final,w(w(q)),1749028595447.0,116,3,L,Intensional,Abstract,Felicia's enemy's enemy,1749028462746,13,0_L_ee5,NULL,e8ab4b95ad5e653002743dcea67f4b74,yes,other,South aFRICA,other,Male,english,,math,3,w(w(q)),exp1,,,True,True,human,False
1749029110,e8ab4b95ad5e653002743dcea67f4b74,PennController,3,0,experiment,NULL,DropDown,answer,Selected,v,1749028704014.0,81,3,L,Extensional,Abstract,Christina's friend's enemy,1749028595449,13,0_L_ef0,4,e8ab4b95ad5e653002743dcea67f4b74,yes,other,South aFRICA,other,Male,english,,math,3,v,exp1,,,True,True,human,False
